id,trade_id,designation,description,unit,category,estimated_price,user_id,is_system,created_at,updated_at
2724bfb0-962e-4d03-bb9e-1824a7b72f11,2d4265eb-a3b7-4b40-b16e-b8f6bde40bd1,Fourniture + pose d'une porte de garage sectionnelle motorisée,"Détection d'obstacles, système anti-pincement, télécommande",U,Portes de garage,0,,true,2025-07-29 13:52:38.679701+00,2025-07-29 13:52:38.679701+00
272afb5e-ba78-4362-b847-4d02335d0516,7adee654-a21a-490a-878f-aaef8927fe4c,"Pose de bandes résilientes sous chape, pour affaiblissement acoustique",Pose en périphérie de pièces à vivre,ml,ISOLATION,0,,true,2025-07-31 10:19:10.500271+00,2025-07-31 10:23:48.621919+00
2758365c-1c11-4c1d-833f-18dcd3a2a13e,d5c930da-35c4-4d80-9da4-50c017343aaa,Fourniture + nettoyage de fin de chantier (maison individuelle ou logement jusqu'à 120 m²),"Sols, vitres, plinthes, sanitaires, cuisine, dépoussiérage intégral",Forfait,Fin de chantier,0,,true,2025-07-29 14:07:51.388649+00,2025-07-29 14:07:51.388649+00
2776eb24-27bc-4a45-95de-50d66e197ca6,941febc8-d596-4f9a-82a3-0af0b154e5cf,"Fourniture et pose de chaudière gaz condensation 24 kW, évacuation ventouse",Mise en service incluse (hors abonnement gaz),unité,CHAUDIÈRE,0,,true,2025-07-31 12:33:12.555492+00,2025-07-31 12:33:12.555492+00
279ab3be-53b0-41e3-9085-0817c09e7907,cfdf2048-95ca-4c75-b279-83cb5f69cfdc,"Réalisation d'un plancher hourdis béton, entrevous + poutrelles + coulage chape",Pose d'armatures anti-fissuration incluse,m²,PLANCHER,0,,true,2025-07-31 12:23:29.080455+00,2025-07-31 12:23:29.080455+00
27bc17c6-d17e-4d7a-9f97-b0781b631782,fa7512ef-49e2-47ad-b080-d0b4252ccc7f,"Pose de pompe à chaleur air/eau 11 kW, module intérieur + unité extérieure","Fluide R32, hors travaux électriques",unité,POMPE À CHALEUR,0,,true,2025-07-31 12:33:12.555492+00,2025-07-31 12:56:33.173278+00
27dc6cf1-b999-4079-a65b-754492cffea5,1221247a-8f1b-48a6-b44a-45966baca39e,Dépose complète d'une ancienne charpente,Évacuation comprise – hors amiante,m²,Démolition,0,,true,2025-07-29 12:31:35.953123+00,2025-07-29 12:31:35.953123+00
291f21b5-87de-4323-8078-f06069d5d056,c91a6dd4-464c-4c80-b1cd-8b2973b44f86,"Fourniture et pose de carrelage mural grand format (ex. 30x60 cm), pose verticale",Prévoir découpe laser si carreaux rectifiés,m²,CARRELAGE,0,,true,2025-07-31 10:55:34.305975+00,2025-07-31 10:55:34.305975+00
29c233d5-9ac7-45f0-9d02-56fce006689f,cfdf2048-95ca-4c75-b279-83cb5f69cfdc,Création de longrines préfabriquées posées sur plots,Compatible vide sanitaire ou radier,ml,Éléments porteurs,0,,true,2025-07-29 13:39:47.690557+00,2025-07-29 13:39:47.690557+00
29d827b9-1732-4b38-a9e0-5604cf5ff7a5,3b8a7f21-3bef-405f-ab48-0820b4be41a2,Fourniture + pose de tuiles mécaniques à emboîtement,"Conforme DTU 40.21, sur liteaux + écran sous-toiture",m²,Couverture principale,0,,true,2025-07-29 12:30:44.526852+00,2025-07-29 12:30:44.526852+00
